N,schedule_case,basis_index,operation,accumulator_index,selector_bit,gamma_count,matrix_rank,expected_hash,actual_hash,status
16,binary_one_hot_2,14,final_bind,final,mixed,2,1,a9eda8c7abf6de252905b46de41dca236748ea1db99506d0e68bb7fc07e5158f,a9eda8c7abf6de252905b46de41dca236748ea1db99506d0e68bb7fc07e5158f,PASS
16,binary_one_hot_2,15,final_bind,final,mixed,2,1,06fee14fca3e68a0f962b4b5acaacabc1cb56d5101e0f93070247ef9bb71dfc1,06fee14fca3e68a0f962b4b5acaacabc1cb56d5101e0f93070247ef9bb71dfc1,PASS
16,binary_one_hot_3,0,final_bind,final,mixed,2,1,9d719f64584d01e2c65b03fbb401f1f6ebc0e70990cdf5bdab68c971fb0f0f5b,9d719f64584d01e2c65b03fbb401f1f6ebc0e70990cdf5bdab68c971fb0f0f5b,PASS
16,binary_one_hot_3,1,final_bind,final,mixed,2,1,439a05c78f71f3797d942aca90a187195cbe71c4fb8a7b2005750537c63ebb25,439a05c78f71f3797d942aca90a187195cbe71c4fb8a7b2005750537c63ebb25,PASS
16,binary_one_hot_3,2,final_bind,final,mixed,2,1,74204fdd28ddbe44008af5a0721faddc8035f532cad002d57e4e4d5a1863130a,74204fdd28ddbe44008af5a0721faddc8035f532cad002d57e4e4d5a1863130a,PASS
16,binary_one_hot_3,3,final_bind,final,mixed,2,1,05db88837632f509118ad262cbeb6f807ed7e93dd31e6229f3c6ebdf27c7f7e6,05db88837632f509118ad262cbeb6f807ed7e93dd31e6229f3c6ebdf27c7f7e6,PASS
16,binary_one_hot_3,4,final_bind,final,mixed,2,1,f816ef8452a3b1e6337d804c48f90f498c48e409eeffdd2c565d749d53a074e3,f816ef8452a3b1e6337d804c48f90f498c48e409eeffdd2c565d749d53a074e3,PASS
16,binary_one_hot_3,5,final_bind,final,mixed,2,1,45ca1cbb3d82fd7111728c492aaf370d9d3a80e98216a18fc5942666f078c9b5,45ca1cbb3d82fd7111728c492aaf370d9d3a80e98216a18fc5942666f078c9b5,PASS
16,binary_one_hot_3,6,final_bind,final,mixed,2,1,a21e81ef044e3d36b38bed4d12754eb3606cb5efb4a619dfb2c1836e33632970,a21e81ef044e3d36b38bed4d12754eb3606cb5efb4a619dfb2c1836e33632970,PASS
16,binary_one_hot_3,7,final_bind,final,mixed,2,1,375f972aa41b99a64c2fe701e6c1dba5b50f79eeba4db75f23e1891a8ef20827,375f972aa41b99a64c2fe701e6c1dba5b50f79eeba4db75f23e1891a8ef20827,PASS
16,binary_one_hot_3,8,final_bind,final,mixed,2,1,b62e1126fc77f559c32b9798323127c59db0f544fef08cc3248f25b1a9834e98,b62e1126fc77f559c32b9798323127c59db0f544fef08cc3248f25b1a9834e98,PASS
16,binary_one_hot_3,9,final_bind,final,mixed,2,1,7b49be9e5668b521330004826bad84ffa2a8ad9a67266f2697d86f11628775af,7b49be9e5668b521330004826bad84ffa2a8ad9a67266f2697d86f11628775af,PASS
16,binary_one_hot_3,10,final_bind,final,mixed,2,1,eb0bbec29d959ea669a068188ac17745609d50135884c82ad385da532b43c73d,eb0bbec29d959ea669a068188ac17745609d50135884c82ad385da532b43c73d,PASS
16,binary_one_hot_3,11,final_bind,final,mixed,2,1,cc8fdcef177c8f5a69df4661a6ecab86d139a2defeff882952a5c91c3ed10302,cc8fdcef177c8f5a69df4661a6ecab86d139a2defeff882952a5c91c3ed10302,PASS
16,binary_one_hot_3,12,final_bind,final,mixed,2,1,51c4ed17ce04c907d38dc75dfa65461b5a264d621de636f37f418de8e5b8001e,51c4ed17ce04c907d38dc75dfa65461b5a264d621de636f37f418de8e5b8001e,PASS
16,binary_one_hot_3,13,final_bind,final,mixed,2,1,c507fd397515c88d22649a3162630e3711837297c5832bc8ad68425ca703d4ae,c507fd397515c88d22649a3162630e3711837297c5832bc8ad68425ca703d4ae,PASS
16,binary_one_hot_3,14,final_bind,final,mixed,2,1,8d2be35166cd3a99e876faa13db9f75aa4f178d8516bad9259b2ccf74f648154,8d2be35166cd3a99e876faa13db9f75aa4f178d8516bad9259b2ccf74f648154,PASS
16,binary_one_hot_3,15,final_bind,final,mixed,2,1,b8c9bb1ef2e49ca46465a2d14bd06d564dc908ccef113028cfc206ebaf98b53c,b8c9bb1ef2e49ca46465a2d14bd06d564dc908ccef113028cfc206ebaf98b53c,PASS
16,binary_source_mixed,0,final_bind,final,mixed,2,2,18b4180c625fd01e5f494a2dbb96c8031245cd759cd8fe21cc5dc9b2c0218eac,18b4180c625fd01e5f494a2dbb96c8031245cd759cd8fe21cc5dc9b2c0218eac,PASS
16,binary_source_mixed,1,final_bind,final,mixed,2,2,707887a16f7f20c2257a8c431c9a1992adaf1c63098f810be17af650f2790355,707887a16f7f20c2257a8c431c9a1992adaf1c63098f810be17af650f2790355,PASS
16,binary_source_mixed,2,final_bind,final,mixed,2,2,63ef4c2af286151e8e64ef3daa077da157bcb497f6cca5ef64b0bcd90dd04bc2,63ef4c2af286151e8e64ef3daa077da157bcb497f6cca5ef64b0bcd90dd04bc2,PASS
16,binary_source_mixed,3,final_bind,final,mixed,2,2,aa6fe81658ef2972a364674d5a48155e0fd5ca486e3626dd989b82817adc2d4c,aa6fe81658ef2972a364674d5a48155e0fd5ca486e3626dd989b82817adc2d4c,PASS
16,binary_source_mixed,4,final_bind,final,mixed,2,2,64d7bac05b35c89e18fd52710f2afa35834c4a70ecde9f6389d7350d598e1d0f,64d7bac05b35c89e18fd52710f2afa35834c4a70ecde9f6389d7350d598e1d0f,PASS
16,binary_source_mixed,5,final_bind,final,mixed,2,2,33945c26a05f3d8e1968684307304ec7888860eeb05ad74c74953e47edc22df0,33945c26a05f3d8e1968684307304ec7888860eeb05ad74c74953e47edc22df0,PASS
16,binary_source_mixed,6,final_bind,final,mixed,2,2,470d4aa94252cb16fac7234801d3decd3c6e13facec304aef40fc4daea3d2636,470d4aa94252cb16fac7234801d3decd3c6e13facec304aef40fc4daea3d2636,PASS
16,binary_source_mixed,7,final_bind,final,mixed,2,2,00c9c607d15d787eea4ff8cfae4fc4cdae52e240f804cf9e9e06667e0daad635,00c9c607d15d787eea4ff8cfae4fc4cdae52e240f804cf9e9e06667e0daad635,PASS
16,binary_source_mixed,8,final_bind,final,mixed,2,2,4283b833fd5999e39cf7c6b67cc8414c14e8403893afe0200a9f3db486deaa8e,4283b833fd5999e39cf7c6b67cc8414c14e8403893afe0200a9f3db486deaa8e,PASS
16,binary_source_mixed,9,final_bind,final,mixed,2,2,6d8ff102c269b06d410d81c9bb9a03b18cd596082c6ce49b527c566a03b9a467,6d8ff102c269b06d410d81c9bb9a03b18cd596082c6ce49b527c566a03b9a467,PASS
16,binary_source_mixed,10,final_bind,final,mixed,2,2,4ded5df6c56fd04bfef09a051725deaad85a395b5b7f5bf9a8f54433ee88bd84,4ded5df6c56fd04bfef09a051725deaad85a395b5b7f5bf9a8f54433ee88bd84,PASS
16,binary_source_mixed,11,final_bind,final,mixed,2,2,76aa3a830409c14c2e97088c4100118bbae75cde90796e28eeb851caa423297e,76aa3a830409c14c2e97088c4100118bbae75cde90796e28eeb851caa423297e,PASS
16,binary_source_mixed,12,final_bind,final,mixed,2,2,2aed429ef7707c83bf47e54eba372f31f56fcf3ef0346a28114e6b69cd5853c2,2aed429ef7707c83bf47e54eba372f31f56fcf3ef0346a28114e6b69cd5853c2,PASS
16,binary_source_mixed,13,final_bind,final,mixed,2,2,1e0463bc8e4dd2b0194e7c6a8d1d42c1daa1ba9e2293b3f94b798e0c831813bb,1e0463bc8e4dd2b0194e7c6a8d1d42c1daa1ba9e2293b3f94b798e0c831813bb,PASS
16,binary_source_mixed,14,final_bind,final,mixed,2,2,8e754b956d2cb6b077758a5107b6de226123e30c295743681f05a1225e24c981,8e754b956d2cb6b077758a5107b6de226123e30c295743681f05a1225e24c981,PASS
16,binary_source_mixed,15,final_bind,final,mixed,2,2,3fa3106d9a508d9e9b9eb4bab69453ad19d357b75b3ef37d8df2e2b540c86239,3fa3106d9a508d9e9b9eb4bab69453ad19d357b75b3ef37d8df2e2b540c86239,PASS
16,include_zero_mu0,0,final_bind,final,0,2,1,60f70895d6065721cf380ed6a6eb2ccec2c838736908a286a1231beb90a5cd4d,60f70895d6065721cf380ed6a6eb2ccec2c838736908a286a1231beb90a5cd4d,PASS
16,include_zero_mu0,1,final_bind,final,0,2,1,f566f146b69bc1089eafaddc174124af3bd2ac92a8268be0e66ba2c36891b457,f566f146b69bc1089eafaddc174124af3bd2ac92a8268be0e66ba2c36891b457,PASS
16,include_zero_mu0,2,final_bind,final,0,2,1,ca534bb9edffd4cc8ec9572d5e55700c9f540fde705156c0597f983c7a231670,ca534bb9edffd4cc8ec9572d5e55700c9f540fde705156c0597f983c7a231670,PASS
16,include_zero_mu0,3,final_bind,final,0,2,1,92b2b3c682c57459368d3386f7e2c36ea3f8f01291d9cd50fa881248ab4df722,92b2b3c682c57459368d3386f7e2c36ea3f8f01291d9cd50fa881248ab4df722,PASS
16,include_zero_mu0,4,final_bind,final,0,2,1,11950ca514db0555d45850e2d077266422dac62e667283b12873966509129ed4,11950ca514db0555d45850e2d077266422dac62e667283b12873966509129ed4,PASS
16,include_zero_mu0,5,final_bind,final,0,2,1,e8cc8ddc672678110bacc79e58951c2bf73ae2b7642a5036b070826fcd1637a1,e8cc8ddc672678110bacc79e58951c2bf73ae2b7642a5036b070826fcd1637a1,PASS
16,include_zero_mu0,6,final_bind,final,0,2,1,02578e6315111e16ed3e60d7b0468df386b31965067af2abb2affe1a91385e06,02578e6315111e16ed3e60d7b0468df386b31965067af2abb2affe1a91385e06,PASS
16,include_zero_mu0,7,final_bind,final,0,2,1,4709b62db7c6a6d2e49a50eed7636381e018698ef6f32bdcbf6f32e994b48345,4709b62db7c6a6d2e49a50eed7636381e018698ef6f32bdcbf6f32e994b48345,PASS
16,include_zero_mu0,8,final_bind,final,0,2,1,8cd5813a8c2ba1339463b2683bed35975cac5b7a526e4742b72bf0b074931964,8cd5813a8c2ba1339463b2683bed35975cac5b7a526e4742b72bf0b074931964,PASS
16,include_zero_mu0,9,final_bind,final,0,2,1,08d7438963646900c0f9c958db0d842dbedcbac5c7fe93ce6eca3f0d653305c1,08d7438963646900c0f9c958db0d842dbedcbac5c7fe93ce6eca3f0d653305c1,PASS
16,include_zero_mu0,10,final_bind,final,0,2,1,dd2df0deda68ac479a27bc5de33cdf9f437c8867d9cadde4fbc2d2f04958ee49,dd2df0deda68ac479a27bc5de33cdf9f437c8867d9cadde4fbc2d2f04958ee49,PASS
16,include_zero_mu0,11,final_bind,final,0,2,1,5542b1fd07778d2e8b3f1748117e5dd5c0e4e64cdca34991838b74542f556eb2,5542b1fd07778d2e8b3f1748117e5dd5c0e4e64cdca34991838b74542f556eb2,PASS
16,include_zero_mu0,12,final_bind,final,0,2,1,beedae6a5f5687e0bc33fe51aed3c6d9354599150c483af5c82136336cb0ac82,beedae6a5f5687e0bc33fe51aed3c6d9354599150c483af5c82136336cb0ac82,PASS
16,include_zero_mu0,13,final_bind,final,0,2,1,114ac68e987c036e91b09315b5c2087526d599c9ea1cd6dd729a3547a2fd7d53,114ac68e987c036e91b09315b5c2087526d599c9ea1cd6dd729a3547a2fd7d53,PASS
16,include_zero_mu0,14,final_bind,final,0,2,1,6de4e95b3bc39758bf414b2af98829970a0be13a3540e791fabf50033234d508,6de4e95b3bc39758bf414b2af98829970a0be13a3540e791fabf50033234d508,PASS
16,include_zero_mu0,15,final_bind,final,0,2,1,d7c9ed17b23d7a791711176b408ca8ffe6e6ae256ac25b66812cac1982ff4a59,d7c9ed17b23d7a791711176b408ca8ffe6e6ae256ac25b66812cac1982ff4a59,PASS
16,include_zero_mu1,0,final_bind,final,1,2,2,a790d98a2fa1235eff1c4ae4aa7afc3629585e0ce0a1ceefca2eeb52ea615e6b,a790d98a2fa1235eff1c4ae4aa7afc3629585e0ce0a1ceefca2eeb52ea615e6b,PASS
16,include_zero_mu1,1,final_bind,final,1,2,2,8474dda0d0bbbcdaed79e24cf1890a12dba42b0455cc5db49c711cb1961ea64b,8474dda0d0bbbcdaed79e24cf1890a12dba42b0455cc5db49c711cb1961ea64b,PASS
16,include_zero_mu1,2,final_bind,final,1,2,2,0339e5eca707d13ffa383cafbd14855e6468e1efa83afa469467a43e0dd6b44f,0339e5eca707d13ffa383cafbd14855e6468e1efa83afa469467a43e0dd6b44f,PASS
16,include_zero_mu1,3,final_bind,final,1,2,2,6784b5aef31698f4ca2a0db0b0434e793ea32640b8b1c25ada89e98a24a4a514,6784b5aef31698f4ca2a0db0b0434e793ea32640b8b1c25ada89e98a24a4a514,PASS
16,include_zero_mu1,4,final_bind,final,1,2,2,cd9eca39150ae40066efab05f0bde0e40647aa621d090b36f2f9d049904a5f96,cd9eca39150ae40066efab05f0bde0e40647aa621d090b36f2f9d049904a5f96,PASS
16,include_zero_mu1,5,final_bind,final,1,2,2,7fe6cf01fb275fc8f32b0089bce6153a2df500d191e4ecff70e75020287a00b6,7fe6cf01fb275fc8f32b0089bce6153a2df500d191e4ecff70e75020287a00b6,PASS
16,include_zero_mu1,6,final_bind,final,1,2,2,d6391d5af2b84db8a797444641d59b4ed153917c040562b346939ccd8c954371,d6391d5af2b84db8a797444641d59b4ed153917c040562b346939ccd8c954371,PASS
16,include_zero_mu1,7,final_bind,final,1,2,2,a5016b71f231606b8a2990e5319ddbecd886bb7656b301d01de375393ffb7ab9,a5016b71f231606b8a2990e5319ddbecd886bb7656b301d01de375393ffb7ab9,PASS
16,include_zero_mu1,8,final_bind,final,1,2,2,62f10a1635f2630256e0b75d334c9f590e7ae956097f0ca54db737126eabeb80,62f10a1635f2630256e0b75d334c9f590e7ae956097f0ca54db737126eabeb80,PASS
16,include_zero_mu1,9,final_bind,final,1,2,2,562a87a9954796da2ea4fe4ec9e62e9b8a119086e4cac822fa08d44a360419c1,562a87a9954796da2ea4fe4ec9e62e9b8a119086e4cac822fa08d44a360419c1,PASS
16,include_zero_mu1,10,final_bind,final,1,2,2,831f70e500ff98217397bb9d852d983e57f0b5f894d14a4dc8f1613edd8fee25,831f70e500ff98217397bb9d852d983e57f0b5f894d14a4dc8f1613edd8fee25,PASS
16,include_zero_mu1,11,final_bind,final,1,2,2,6a76215daf6fd56bd2c1a5c5c13c2260999e075090d1953e87800e0b342922e0,6a76215daf6fd56bd2c1a5c5c13c2260999e075090d1953e87800e0b342922e0,PASS
16,include_zero_mu1,12,final_bind,final,1,2,2,a671195ad9ebb713c88a33fa7d37d120ccbda1b0e872e0c8f179a12d56a018d5,a671195ad9ebb713c88a33fa7d37d120ccbda1b0e872e0c8f179a12d56a018d5,PASS
16,include_zero_mu1,13,final_bind,final,1,2,2,34d58031bd3ecf5224da587d8f26683de27434c8f0aa446646630fbd44dca1ed,34d58031bd3ecf5224da587d8f26683de27434c8f0aa446646630fbd44dca1ed,PASS
16,include_zero_mu1,14,final_bind,final,1,2,2,a773990325e855e8be33f7f8943d8ed2d6468d5731a2d4eedad24a98de29f76d,a773990325e855e8be33f7f8943d8ed2d6468d5731a2d4eedad24a98de29f76d,PASS
16,include_zero_mu1,15,final_bind,final,1,2,2,1fdfe9c2aff94259008e91000dc399f10ad7bde8ca1448d324e2118d9baa7c3f,1fdfe9c2aff94259008e91000dc399f10ad7bde8ca1448d324e2118d9baa7c3f,PASS
16,coeff_one_fast_mu1,0,final_bind,final,1,2,2,0b22a5a86010477c6fbdaf3fef170459eac1bcafb9b750be5c5f991451d46e22,0b22a5a86010477c6fbdaf3fef170459eac1bcafb9b750be5c5f991451d46e22,PASS
16,coeff_one_fast_mu1,1,final_bind,final,1,2,2,e92066ad0d4549714fbc355cfc7b3ac46f43fce26482e80ee8eaf87630900dc8,e92066ad0d4549714fbc355cfc7b3ac46f43fce26482e80ee8eaf87630900dc8,PASS
16,coeff_one_fast_mu1,2,final_bind,final,1,2,2,ac103ee8fcebe2e412f316d5cfd2e30cbe86ece56421d7494b594c41ef838852,ac103ee8fcebe2e412f316d5cfd2e30cbe86ece56421d7494b594c41ef838852,PASS
16,coeff_one_fast_mu1,3,final_bind,final,1,2,2,4168e5d1020aa71bf4d3f2a56ceb2287bd0656aabe26d3f61d6b996debb1fa5d,4168e5d1020aa71bf4d3f2a56ceb2287bd0656aabe26d3f61d6b996debb1fa5d,PASS
16,coeff_one_fast_mu1,4,final_bind,final,1,2,2,01380d138f8e73794a0946d27d791bb19cdc1f149903aed56a34a02928b1e77a,01380d138f8e73794a0946d27d791bb19cdc1f149903aed56a34a02928b1e77a,PASS
16,coeff_one_fast_mu1,5,final_bind,final,1,2,2,98c6b6479373fcc6fc24819cefc3c51e4a53053e4403d3ee5119911bddf44a79,98c6b6479373fcc6fc24819cefc3c51e4a53053e4403d3ee5119911bddf44a79,PASS
16,coeff_one_fast_mu1,6,final_bind,final,1,2,2,ee4c658bf450c91213db68b5586c3659725eaefd57f1727cd421585ebdad6f54,ee4c658bf450c91213db68b5586c3659725eaefd57f1727cd421585ebdad6f54,PASS
16,coeff_one_fast_mu1,7,final_bind,final,1,2,2,5d46c3d43bcc7d9cab66193ce3fd84d7f915e4f61414471e27035671fc293436,5d46c3d43bcc7d9cab66193ce3fd84d7f915e4f61414471e27035671fc293436,PASS
16,coeff_one_fast_mu1,8,final_bind,final,1,2,2,c83c9e3756fc9ddee248deee055209352351e1309d99d208345f18dc08b40728,c83c9e3756fc9ddee248deee055209352351e1309d99d208345f18dc08b40728,PASS
16,coeff_one_fast_mu1,9,final_bind,final,1,2,2,478d771cbe005f1b32e833b88dcd577cd47b2df24adcb0405b63c7bb7d418ea7,478d771cbe005f1b32e833b88dcd577cd47b2df24adcb0405b63c7bb7d418ea7,PASS
16,coeff_one_fast_mu1,10,final_bind,final,1,2,2,3b4527bcd4f78278f8e3cec11b321023abc00c4b29ce58654c3a5eac3b391441,3b4527bcd4f78278f8e3cec11b321023abc00c4b29ce58654c3a5eac3b391441,PASS
16,coeff_one_fast_mu1,11,final_bind,final,1,2,2,606caaf77c88d299a35e5278bdf9bb7f45c0dd21ddf1b5603ef6957e92143d63,606caaf77c88d299a35e5278bdf9bb7f45c0dd21ddf1b5603ef6957e92143d63,PASS
16,coeff_one_fast_mu1,12,final_bind,final,1,2,2,8cc3cc526d1cbe8fb9911209d3c4faca30e35a14fec570f24249f012ef99f3f2,8cc3cc526d1cbe8fb9911209d3c4faca30e35a14fec570f24249f012ef99f3f2,PASS
16,coeff_one_fast_mu1,13,final_bind,final,1,2,2,45974ff3b54e0d2c24bd62a6c871d9b8df2c79e617b30894a9e9b69f2d2078fe,45974ff3b54e0d2c24bd62a6c871d9b8df2c79e617b30894a9e9b69f2d2078fe,PASS
16,coeff_one_fast_mu1,14,final_bind,final,1,2,2,a7b0b5893da99b247a141d261a1198ac15a54eae24b5edb1da28b88491a0a44f,a7b0b5893da99b247a141d261a1198ac15a54eae24b5edb1da28b88491a0a44f,PASS
16,coeff_one_fast_mu1,15,final_bind,final,1,2,2,2037991d16fdc37b04151be98e1001ad34f15a7176e90bd8d5f13fc9adfda76e,2037991d16fdc37b04151be98e1001ad34f15a7176e90bd8d5f13fc9adfda76e,PASS
